t	mx	my	mz	MaxAngle	phi	f_RF
1.3093991386844862e-09	0.380289	0.9188232	-0.0014930825	0.10962317	65	5000000000.0
1.3152508955073615e-09	0.37956727	0.9191099	-0.00040842322	0.10941759	65	5000000000.0
1.3196398928612168e-09	0.37958667	0.9190967	0.00041499862	0.10917004	65	5000000000.0
1.3254921999124066e-09	0.38035887	0.9187756	0.0014978199	0.108720526	65	5000000000.0
1.3298819904529012e-09	0.3814837	0.9183121	0.0022796912	0.108295076	65	5000000000.0
1.3342713151020873e-09	0.3830529	0.9176651	0.0030197792	0.10780537	65	5000000000.0
1.3401253626897813e-09	0.38578534	0.9165336	0.0039190557	0.10706384	65	5000000000.0
1.3445147890462897e-09	0.38826385	0.9154997	0.0045117736	0.106460296	65	5000000000.0
1.3503659069747122e-09	0.39205238	0.9139046	0.0051728147	0.105617814	65	5000000000.0
1.3547547021451382e-09	0.39518905	0.9125694	0.005560153	0.105148636	65	5000000000.0
1.3591434789663424e-09	0.39851433	0.91113895	0.005846407	0.1052752	65	5000000000.0
1.3649943692883828e-09	0.40313423	0.90912527	0.0060618054	0.105187245	65	5000000000.0
1.3693831800668203e-09	0.40665707	0.90756875	0.006094579	0.10493318	65	5000000000.0
1.375237218765274e-09	0.41130957	0.9054841	0.00596476	0.1043557	65	5000000000.0
1.3796261918507884e-09	0.4146803	0.90395296	0.0057392106	0.10376063	65	5000000000.0
1.3854770601628365e-09	0.41890043	0.9020101	0.005274867	0.102778845	65	5000000000.0
1.3898657124699328e-09	0.42178634	0.9006644	0.0048116776	0.10192479	65	5000000000.0
1.3942542739061169e-09	0.4243739	0.8994457	0.0042589954	0.10141798	65	5000000000.0
1.4001054717121285e-09	0.42727986	0.89806235	0.003400323	0.10144153	65	5000000000.0
1.4044940437614766e-09	0.4290003	0.8972352	0.0026801573	0.101555064	65	5000000000.0
1.4103469058255523e-09	0.43062317	0.8964479	0.0016433295	0.10183161	65	5000000000.0
1.4147351234359223e-09	0.43130782	0.8961117	0.00082740985	0.10212026	65	5000000000.0
1.4191233077745736e-09	0.43152174	0.8960027	-4.6530304e-06	0.102472804	65	5000000000.0
1.4249733159184168e-09	0.43106908	0.8962149	-0.0011119839	0.10302488	65	5000000000.0
1.4293618782755375e-09	0.43018344	0.8966381	-0.0019209197	0.103488654	65	5000000000.0
1.4352125000503877e-09	0.42830476	0.8975373	-0.0029412422	0.10415924	65	5000000000.0
1.4396006332248079e-09	0.42640486	0.89844376	-0.0036441048	0.10469104	65	5000000000.0
1.4454533780746114e-09	0.42328122	0.8999246	-0.0044729537	0.10542087	65	5000000000.0
1.449841949960482e-09	0.42055216	0.9012077	-0.0049977484	0.10597455	65	5000000000.0
1.4542307453382194e-09	0.4175462	0.90260905	-0.005428542	0.10652759	65	5000000000.0
1.4600817578629207e-09	0.41320422	0.9046098	-0.0058429847	0.107247755	65	5000000000.0
1.4644706433294942e-09	0.40977454	0.9061706	-0.006026532	0.107771575	65	5000000000.0
1.4703213387623824e-09	0.40509307	0.90827227	-0.006095338	0.10843506	65	5000000000.0
1.4747103013963043e-09	0.40158394	0.90982556	-0.006014133	0.108901106	65	5000000000.0
1.4805640535501295e-09	0.3970322	0.91181177	-0.0057321596	0.10947379	65	5000000000.0
1.4849534750035347e-09	0.39379856	0.9132028	-0.0053961035	0.10985774	65	5000000000.0
1.4893427502099254e-09	0.39078653	0.9144831	-0.0049604685	0.11019591	65	5000000000.0
1.495195084952581e-09	0.38721249	0.9159826	-0.004239602	0.11057358	65	5000000000.0
1.4995848531251589e-09	0.3849284	0.91692895	-0.003607293	0.110795364	65	5000000000.0
1.505436280980184e-09	0.3824939	0.9179258	-0.0026651004	0.110997334	65	5000000000.0
1.5098256884505046e-09	0.38116947	0.9184618	-0.0019009738	0.11107317	65	5000000000.0
